id,tweet
93235,@BostonLogan @JetBlue if you knew there were challenges fueling the planes earlier. why not delay the flight? I could have slept more!
53428,@JetBlue I am traveling with you over the holidays -- when is the free checked bag courtesy no longer in effect?
71783,@united 3rd day flt 787 w window control turned off. It sucks - Dreamliner cave. Never again. Need blue skies. Stop doing that.
99672,@united late crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?
44246,I also find it funny that @JetBlue sent a tweet about pet travel tip when this shit happened http://t.co/Bp1GFKT32s.
62825,@AmericanAir Missed a connection today b/c of yr delay. How do we find out if our checked bag will actually get to our destination?!
10599,@SouthwestAir will start buying #biofuels made from wood waste for its Bay Area airports in 2016. http://t.co/kIcWUvIpIH @AirlinesDotOrg
134036,@AmericanAir flight landed in el paso due to emergency. Missing flight 138Dallas. Can me and my 2 companions get on a later flight to dca?
45050,@JetBlue NOT OKAY TO JUDGE A HUMAN BEING!! HE WAS HAVING A LITTLE FUN NO NEED TO BAN HIM.. I KNOW IM NOT FLYING YOUR #AIRLINEBoycottJetBlue
149946,@AmericanAir my flight. AA908 is delayed. should I go to de airport on the original time or adapt to the new time?
165988,@DeltaAssist Is it possible to cancel a refund request and keep the reservation? If so. how to proceed?
37579,Can't wait to fly @jetblue when the new bag fees start and fellow passengers do big carry-ons to avoid the fee. Ugh.
4765,@AmericanAir @WoodhouseAlice Never could such a tragedy affect so many worldwide! RIP &amp; you will never be forgotten!
24061,@AmericanAir  #FLT1109 from MIA-LGA took off at 9:30 AM &amp; they are serving Pasta and Sauted chicken in 1st. #fail how about eggs &amp; bacon :)
109145,@AmericanAir   on aa 3052 on March 2 O'Hare to flint. Mi. Removing jet bridge -did not disconnect power cable.  It snapped off- delayed
10141,@Adrian_Kent_ @AmericanAir #turnLeft oh wait...
162576,@gem177 @AmericanAir see my earlier tweet.  Everything that could go wrong did.  Cancelled flight. huge delay. rebooked. now lost bags.
46928,@TJDillashaw @SouthwestAir They just wanted your attention and an autograph. can't hate the swagger kid! #KeepItSimple
74475,@JamesCockshott @united I'm using you in June?  May you make sure you're not delayed then.  thnx luv oo
94815,@AlaskaAir yes.had to do it outside of my account-each time i tried to add it to my trips. it kicked me back 2 login page. switched browser
49962,Hey @AmericanAir did you forget about us? We're the Bowing 757 that's been chilling on the runway for an hour waiting for a home #getmeout
128450,If the @united agent in LAS can't rebook me before my flight begins to board. sorry about my luck-see someone in SFO That's just bad service
43445,@SouthwestAir I have DM-ed a more complete account of the experience and hope to hear back about how y'all address the issue with employees
86558,Breaking: @AmericanAir partners with @Cubs. saving money by ensuring they__ll never have to fly the team to the World Series.
77167,Everybody was super helpful today traveling EXCEPT for the peeps at @VirginAmerica ORD check-in; so disinterested- couldn't be bothered.
126136,@DeltaAssist not really sure what the disagreement was about but she was going back and fourth for all of the waiting passengers to hear
36322,@DeltaAssist unfortunately we never registered for Miles when using you guys from Ireland to Las Vegas the past few years. Only did today
23259,@JetBlue woot woot. delayed flight means time to catch the @Patriots game!
141549,@DeltaAssist whew... made it! Frozen lemonade and chicken sandwich will have to wait - Sorry @ChickfilA
108936,@JetBlue Other  airlines flew Bos to Sfo without stopping. I believe it was $$ not weather that caused the diversion. Not good
136692,Shoutout to @united although the plane was delayed 2 hrs from SAT to HOU the pilot and entire staff comm w everyone onboard effectively !! 
42678,Oh. @United. no problem. it's probably our fault that you mishandled our gate check because you misread an old tag from another airline.
85242,.@JetBlue is flight 778 vegas to Boston going to take off at 240? Hate to head to airport have already delayed to be stuck...
92183,@united Flight UA5130 from Nashville to New York tomorrow is cancelled. I need to catch my connecting flight UA38 to Oslo! What to do?
116887,@AmericanAir I need to send an email complaint and it is longer than 1.500 characters. Can I have an email to customer relations
37793,@joesentme very sad to see @JetBlue lower the quality of its inflight experience in the name of pleasing analysts.
9139,Husband got better @Southwestair boarding pass but gate agent didnt let us board together. Never happened before!  #customerservicefail
107847,@jarpad OH Jared use @AmericanAir They said they switched. Just FYI. if you see this tweet.
124565,@kill_frenzy @SouthwestAir buzz kill
81818,I'm impressed with @DeltaAssist . our flight was slightly delayed. and they brought out drinks and snacks almost instantly!
131578,@AlaskaAir Fail. Epic. Flight cx SEA to SNA. No alert. Huge lines to rebook. Trying to send us to LAX now. Lame. #AlaskaAirFail
59912,@united probably some of the worst experiences I have are with you guys #thanksfornothing
82122,First time flying with @AlaskaAir and it's pretty cool I can charge my laptop or phone on the plane. Never seen this before! Seattle bound 
166541,@SouthwestAir I'm stuck in Little Rock with a cancelled flight. Can you get me to Oakland. CA tonight?
47432,@united Let Jeff eat the shit food served on UA. Jeff and Doug Parker are trying to run airlines in the dollar store mold. Fuck them both!
70519,Trapped on a 3-hour delayed @united flight at O'Hare. Missed my bus. Air travel = The Hunger Games http://t.co/yJxMF4BRtX
172137,I can't wait to never fly @AmericanAir / @USAirways again. #JetBlueSoFly
38421,FR en cours de rdaction (EWR &gt; CDG ) with @united (March 2014). A bit late  @flight_report http://t.co/9pLW7gTLpv
173643,@DeltaAssist  I inadvertently booked two flights!!  from SLC to BOS I need to cancel the one on June 15  I need t keep the on tomorrow!
29826,@DeltaAssist delta does it again. Kicks me out of exit row the day of travel. This year I flew 30k on delta; nest year. 0. @AWeekOrAWeekend
75184,@SouthwestAir If I book a RT flight from SNA to SJD with pts and I end up having to cancel. will the ~$80 in taxes and fees be refunded?
119238,@Woodythedrum @AmericanAir do i need to kick their ass
12122,@SouthwestAir the guy that did this deserves an ass whooping but how much longer will this go on? We're losing money because of both of you.
168940,@JetBlue at Burbank. ca to JFK and nobody called or let our party of 4 know of delays.  not happy.
89312,@Delta Kicks Frequent Flyers Again By Removing Its Award Charts. @DeltaPoints @united @usairways http://t.co/irZL6uo7FS
103453,@united is it too much to ask to get on a flight without an issue? Your equipment breaks too easily.
13804,No Twitter feed for airline. either. Bad sign. I've rebooked flights on @united via Twitter.
87075,The ground crew noticed some leakage coming out of our nose gear. so we are going to be delayed. @AmericanAir #MercuryRetrograde LHR-DFW
68085,Lol late again sending my dad back home after he pinned on my new rank today @SouthwestAir 3 for 3 this week http://t.co/AKCig28jAO
99727,@DrAndyBaldwin big check..@AmericanAir bad serv...and bad influ....lol
69888,@skift: 'We agree: @JetBlue Wants to Teach Passengers How to Be Less Rude http:__ http://t.co/nPzfOSstJz. see more http://t.co/pdRzEDGiJv
32773,Hey @AlaskaAir don't mess up with our @JensenAckles ! You guys better fix the issue.. ASAP! Thank you.
3383,@SouthwestAir   Signed in and waiting to hear or see the big announcement. _ working for SWA!
10625,the one where people get wicked pissy about Kitty Hawk rt @united Do you know which U.S. city is known as the Birthplace of Aviation? #TBT
119490,@DeltaAssist I missed my flight on 2/28 due to weather in  texas. and I have been trying to get someone to help w/ '?'
97417,@VirginAmerica I was so looking forward to my first flight with you today but it was cancelled along with the subsequent one ...
92138,@JetBlue ....What do we do?  Our Flight from PUJ to JFK tomorrow @ 6:00pm says on time. but 2nd leg flt #108 to PWM has been cancelled.
166645,Holy Moly @SouthwestAir is offering nonstop flights DEN&gt;ALB! It's a dream come true. after 21 years of patiently waiting! _
81939,@united never been on an on time flight from Boston to IAD. Switching to jet blue
104218,@JensenAckles @AmericanAir have u got a nervous flyer beside you? Or an irritated one!? I bet your little girl is just as anxious to see you
89513,@alaskaair flight late into Seattle. So close to missing connecting #nohelpfromagents #nohelpfromattendants #lostinseattle #icry
41496,Very impressed by @jetblue managing significant crowds and terrible weather today with happy staff. ppl in turkey outfits and cookies!! Thx
92108,@AmericanAir do you waive change fees for winter weather? Flying to ATL on Monday and want to leave early. #fingerscrossed
20041,Boarded the early flight to #JFK courtesy of @JetBlue  Thanks for assisting me in getting this shit show started sooner! #HustlaBall2014 #RB
58519,@rowmyboat @JetBlue @occupytheory Maybe grieving family members should have stepped in before those killed by cops did something stupid.
117748,@DeltaAssist is there a way to make an exception and cancel a ticket and issue it as a credit? Or refunded. #nothappy
64833,@AmericanAir the unexpected waiting time. has now been longer than the expected flying time.
162291,Thanks @JetBlue  for delay again every time I fly I can always count for you guys to mismanaged all the time.
25688,Games probably gonna be delayed they're showing all these @united commercials
151233,When @southwestAir rubs some dirt in a cancelled trip: No. sir. you cannot have your own money back. https://t.co/AHepKwRhce
97760,@AlaskaAir We flew Delta back from our trip to MZT Big Mistake! missed our LAX&gt;SEA connection. What would it take to get on Standby with you
53260,Crazy night here at IAH waiting on our @united flight to Rio! Finally back on the plane. Let's see if we can leave!
50653,@RixtonOfficial @JetBlue I did enter but I never win anything __
79084,@AlaskaAir 2day Fl#252 1st class FULL FARE! Vegetarian &amp; stewardess gave man front o me cheese &amp; fruit &amp; told me I cdnt have 1.. SO RUDE!
77216,For investors. benefits of @united's merger with Continental 'have been as slow to appear as some tardy United jets.' http://t.co/Yo4ofgnNEx
173139,@united First flight cancelled in ITH. found a ride to ROC.  Second flight major delays...Traveling since 8:15. can a girl get an upgrade???
87416,@united will a travel waiver be posted soon for NYC 2/8-2/10? Traveling thru 2/9 and want to change to connex thru IAH to avoid mess.
130840,@JetBlue as a true blue member...that flight was disappointing thanks to the rude flight attendant.
141659,Passengers on a @united flight from Kansas City say they were stuck on runway in Co. Springs for 6+ hours. #9news http://t.co/Mt0Vxd2gCN
80160,Hey @united: I know there are lots of folks calling. but could you answer me anytime soon? 143 minutes on hold. starting at 4:30am.
28438,Oh @JetBlue just when you had me at a good flight over to Houston you delay a flight with an aircraft that's been here all night. No bueno.
117845,@garylawless @united same thing happened to me on my trip to LA to see @NHLJets. lost a whole day
24634,@JeriLRyan Never had a problem w/ @virginamerica before. but SO FRUSTRATED  Bet you wish you could Assimilate them now
93203,Just saw a @united flight crew headed to the gate. Hopefully that means it won't be much longer.
81165,@AmericanAir where is the pilot for flt 5131 clt to jan?  Plane full of people waiting to go!  Lots of canx flts someone should be avail
137897,@united kicks us off flight and no apology? Apparently your excuse was there was a tornado on thursday. @AmericanAir saves the day ... scary
9219,@aureylian @AmericanAir Wait what ur real name isn't aureylian
94087,@ufcambernichole @JetBlue @SouthwestAir We'd rather you be safe and late than anything. God always has a reason. Tweeting so our Gal is safe
161575,@NCLairport @united was watching blood sport and noticed this bad boy in the film. http://t.co/MHDPXi81YJ
14358,A 1987 review of @united's Terminal 1 at @fly2ohare by the late Paul Gapp: http://t.co/2JYzTKcZa5 #tbt @LEEBEY @aiachicago @chicagotribune
70117,As a former Premier Silver/Gold #shame on you @united - I wouldn't feel comfortable as a pax.  http://t.co/qWrVQhzkRY
65397,We have to wait 2 days until next flight and that means missing work and my siblings missing school @united
24689,@DeltaAssist   looking to get a new frequent flyer card and add miles to current trip.  Old card number not working.
6720,Wheels up headed home finally! Big delay @SouthwestAir #NeedSomeExtraMiles
131164,@ArashMarkazi can't understand @united ending direct flights from LAX to PDX. Ugh.
18643,_@HEELZiggler: look who showed up at my door. late last nite...smelling like bod spray &amp; regret. @united http://t.co/d26aew1aKU_
18621,look who showed up at my door. late last nite...smelling like bod spray &amp; regret. @united http://t.co/XTuzuLC08h
18656,_____ @HEELZiggler: look who showed up at my door. late last nite...smelling like bod spray &amp; regret. @united http://t.co/sdteRPRzxd
18734,@HEELZiggler: look who showed up at my door. late last nite...smelling like bod spray &amp; regret. @united http://t.co/8lcvIiXJxT @abiames_
18652,_@HEELZiggler: look who showed up at my door. late last nite...smelling like bod spray &amp; regret. @united http://t.co/Yr52yApNQo_ 
21457,_@HEELZiggler: look who showed up at my door. late last nite...smelling like bod spray &amp; regret. @united http://t.co/LRXMVsfwQE_ ______
18671,@HEELZiggler: look who showed up at my door. late last nite...smelling like bod spray &amp; regret. @united http://t.co/CpZkqBmdpv #Shameless
60204,@100RAW_ @JetBlue what you don't want known is those black men killed by cops were THUGS.  They broke the law!!!!!!!!!
157212,Gotta love @JetBlue and their service! Flight got delayed 11 hours BUT they were able to get me on an earlier flight so I don't miss work!
157227,Traveling with 2 8-yr olds &amp; @JetBlue bumped us...now arriving way too late for them #NotWhatIPayedFor #dissapoinment #WillBeComplaining
3046,"@DeltaAssist sorry to report another inconvenience! Flight 342 from atl to bna. Just informed immediately before boarding. ""No plane""!!!!!"
135906,. @AmericanAir - you guys have GOT to get the AC fixed in E concourse of CLT. Sweltering. Babies crying. Folks upset. It's the twilightZone!
159491,@michellelentz @united same thing happened to us  on Tuesday night. Then say due to air traffic control not their problem.
44006,#BoycottJetBlue !!! Never flying with JetBlue after how mistreated @MatthewLush was! @JetBlue be ready to get a lot of Hate from LushLaws!!!
27891,@SouthwestAir received my ticket confirmation via email and my name is misspelled. How do I correct this?/ will it be an issue.
48790,In light of my crappy experience w/ @United today. I share with you the Value of Miles and Points http://t.co/DI6VSfXQmW #travel
48437,@DeltaAssist I've been trying to resolve an issue from April of this year. 2014. It's about to be April of next year. 2015.
119156,Baby @united is waiting! YUL http://t.co/Lj78mWi0m3
57035,@CopaAirlines @united @UnitedAirlines I've responded to your tweets and your email w no response from either of you #badcustomerservice
42661,@united just served me the worst cup of coffee I've ever had in my life!
45161,@PlanetMidori @Gogo @GogoInflight @united I gave up on GoGo wifi. I could never get anything to load. @Jetblue has great wifi and Free!
56625,Just got kicked out of line..couldn't board with my family @SouthwestAir
63187,@mattmoneysmith @AmericanAir can't be all that bad? Can it?
107404,@DeltaAssist  Hi!  I was flying from Las Vegas to NY DL1569. Stuck in Denver. How can I rebook the flight? Nastassia Borjas
46396,@Delta I think it's unfair that you charge a change fee on 1st class tickets @VirginAmerica doesn't charge and there planes are way better
118068,Its a month until my next @VirginAmerica flight &amp; Im kinda sad its only to Vegas and back. At least I get to stay at @Cosmopolitan_LV_
30770,@ArcaneRatsel @AmericanAir fail D:
98157,Of course it takes @united to save the day! @AmericanAir yesterday was nonsense &amp; this morning you were rubbish! see you again. NEVER!
98158,Of course it takes @united to save the day! @AmericanAir yesterday was nonsense &amp; this morning you were rubbish! see you again. NEVER!
115981,@AmericanAir @greglinton13 I miss when American Airlines had aircraft that used to look like this. http://t.co/prwYo4m6tA
93118,@SouthwestAir what's the best way to cancel the first flight of a roundtrip reservation to LGA from today and keep the return flight?
150794,Pretty sure they play the @VirginAmerica safety video on loop in hell. -@sdgetz
110606,@laurabjenkins @SouthwestAir I hear you. I've switched to @united.
110605,@laurabjenkins @SouthwestAir I hear you. I've switched to @united.
150437,@AmericanAir   its sad when an AAL employee cant recognize a us navy officer in uniform checking in for a flight at DFW AA1605.
104730,@AmericanAir I see that there are numerous complaints via Twitter. How sad that people have to use this method to get their voices heard!!
153364,@DeltaAssist  about to board a flight in Atlanta. There was a giant screwup and I missed DL4982. Now I have to rent a car-no bags. Poor srvc
99782,Aboard @united flight UA902 that was supposed to take us from FRA to SFO but it's now taking us to SFO via ORD. So I'll miss my connection &gt;
54899,@chrisdelia @united anxiously awaiting their response...
129197,Hey @AmericanAir if you bring a plane in the night before it flies you should check it sooner than 30mins before its takes off #fail
58110,@united she and my aunt who was traveling too were in airports for 2 days for 2 cancelled flights. They weren't given any vouchers either.
127473,@ucs_dave @AmericanAir it could we worse...  You could be flying @USAirways out of Logan tonight
163570,@DeltaAssist Forgiven. :) We all have bad days. But pls be more considerate.
159380,@christinabolich @SouthwestAir yes  it got delayed in little Rock this morning
32434,@DeltaAssist hello. I lost my ID and am traveling from NYC to FL in 5 days. how do I deal with this?
77095,@united no I dont think you understand FYI you need to carry an emergency supply of diapers and formula if you delay 7 hrs. Think of kids
77861,. @united Hello. I had some serious issues with your plane ride!
79971,.@united to cancel all Tue. flights at Newark. LaGuardia. JFK. Boston. Philly &amp; waive change fees. Change travel at website #blizzardof2015
14604,@AmericanAir and was not able to board the plane because of it. the time I flew with you guys before. you cancelled me off of my flight
19519,Low ceilings? Where. the sky? What the heck? @virginamerica #SanFrancisco. such an interesting town. http://t.co/Zf7gdSCQd5
168157,@extranjero sadly. @AmericanAir killed the piano pop in favor of full-on college radio: http://t.co/GsisN7SCkO
56715,@AmericanAir had an issue with with a nasty reservation supervisor and was wondering if you could help me out?
90846,@united just saw my flight from EWR-MIA is delayed tonight_ any chance to get on an earlier route to MIA?
78958,@VirginAmerica can I get a follow real quick so I can make a complaint? You guys are awesome but for the first time in 12 trips I had and 1
120611,@AmericanAir cancelled our flight on April 18. Now we have to fly into JFK and they don't want to provide transportation back to BDL...
109943,What's the point in paying for @SouthwestAir early bird if they're going to board the plane way early &amp; you miss the A group entirely?
148711,@AmericanAir so how long should I have to wait to hear from them? Is timely response too much to ask for? Get it together AA
96530,This is so smart it makes me angry MT @JetBlue: We__ve partnered with @WSJ to bring you free digital access onboard! http://t.co/0LiwEcAsOe
113150,Airline lost my gear/amp. but @JetBlue is doing a great job helping me locate it!
36873,I'm cheating on you @delta I didn't want to BUT just know @AmericanAir safety video holds not ONE Candle to yours #shrug
110308,@USAirways @AmericanAir I do not need to buy miles. and I don't want a credit card. why can't there just be normal wait music...
168760,Is there any chance that @AmericanAir #3906 will be cancelled from #phl to #dca ? It just moved from 9:35 to 11 pm.
29206,Employees @AmericanAir waiting for CEO Doug Parker to reveal his Halloween costume and do his dance. http://t.co/9GJo6Dbmxx
7207,@AmericanAir asked CR to cancel my leg from Buffalo to Maine and give direct flight from Buf to JFK. he cancelled my return from JFK to SEA!
71037,_ @VirginAmerica  Resolve to read more in the new year with 30 days of Next Issue free and up to 1...: Resolv... http://t.co/pAQnZ396Pr
71034,_ @VirginAmerica _ Resolve to read more in the new year with 30 days of Next Issue free and up to 1...: Resolv... http://t.co/g7OB5jQhj1
71035,_ @VirginAmerica _ Resolve to read more in the new year with 30 days of Next Issue free and up to 1...: Resolv... http://t.co/GRNis1cBam
71036,_ @VirginAmerica _ Resolve to read more in the new year with 30 days of Next Issue free and up to 1...: Resolv... http://t.co/oG3HYDWW8y
103897,@AmericanAir sorry. AA127 from DFW to PVG Feb 28th is cancelled? I saw the one from IAD to DFW is cancelled. Could you double check for me?
58151,MT @blogdiva BUT NOT TO THE FAMILIES OF BLACK KIDS KILLED BY COPS sick opportunists @JetBlue offers to fly police to NYPD officer funerals
22049,@AmericanAir landed late in MIA and caused me to miss my connecting flight. Been traveling all day &amp; the best that can be done is a reroute?
2371,You guys have never had a flight leave on time in the history of air travel @AmericanAir
43249,Read @Aloria to see @United 's whole new world of #suck coming to a business lounge near you. #StarAllianceGate
120249,@united @DrAngie02 missed flt 2TYS last night b/c flt from PDX hr late. Stuck@ORD w/no plane for 10:35am flt. Needs 2 get 2 her clinic Help!
61604,@united r ur team workin hard 2 make sure ur planes r safe.due to fly with family in March &amp; recently seems to b a lot of issues with planes
95479,@BMATTEK @united I think that your credit card issuer may be able to reverse what was done to you (and issue you a new card).
62837,Waiting for the plane to #Oakland with @AlaskaAir at @SeaTacAirport. belly full on @BeechersSeattle and @CaffeVita
30505,@AmericanAir any news on the status of fl 395? Stuck on runway in Puerto Rico with no news.
100560,How to repair a brand - good piece about @JetBlue recent lost in altitude via @WSJ http://t.co/CO0YZpxYRL #branding
112452,.@AmericanAir can we get someone to meet USAir 5118 at DCA. Sitting and waiting so we can deplane.
51651,@united You can read the whole sad story soon. I shared it with a reporter.
128152,@abc123teacher @Brewers @SouthwestAir I saw no evidence of that. but you never know
37378,@mjbrender @NerdBlurt @JetBlue That__s too bad. was nice while it lasted__
87510,@VirginAmerica any updates for flight 1949? Is it going to be cancelled or just delayed?
148543,@AdentroStyle @JetBlue No better way to wait. than with MeUndies on. ;)
111408,@bryanveloso @JetBlue Wait really? I'm flying Jetblue!
30223,I feel bad for all these people who have connections &amp; need to rebooked flights   FLT #1006 via @AmericanAir http://t.co/BwiQFp7Qyf
2636,@JasonWhitely @AirlineReporter @SouthwestAir They took orange out of the new livery? Shame because it was SWA's trademark color for so long
116655,Boo-hoo! I have a long wait at LGA and there is no 1st class @VirginAmerica lounge.  (Sniff)
67673,@CaraSantaMaria @united @Virgin it's a miracle you're FLYING. relax. psh. white people problems.
75645,Feel bad for these @united air hosts/hostesses who have to deal with these ignorant ass passengers on the flight over to the states #animals
59796,@united thanks for being so useless. @VirginAmerica please get route from SFO to SLC so I don't have to deal with shitty United again.
108100,Shoutout to @united for the cancelled flight back to #ewr. Currently bronzing my #manthighs and #traps at the beach. http://t.co/zydkyKCs2D
65649,@samisacoolkid @spaceangelgwyn @SouthwestAir try flying @united and see if southwest still sucks. Haha
65648,@samisacoolkid @spaceangelgwyn @SouthwestAir try flying @united and see if southwest still sucks. Haha
105378,Missing @VirginAmerica right now. My @SpiritAirlines flight to ft Myers was cancelled and now I'm stranded in freezing chicago
88292,@DeltaAssist plat member son stuck in BOS from cancelled JetbBlUe. Can you get him to LAX tonight?
16481,Would have been faster to drive from DFW to College Station than wait for delayed @AmericanAir flight.  Should have flown Continental.
86309,Tweeting at 35.000 ft will never not be novel to me. @JetBlue from Fort Lauderdale to Pittsburgh!
93729,@JetBlue I may miss flt 1304- stuck in vieques right now unsure if I'll get to San Juan due to weather- What are options if I do? Thx
13042,I'm glad @AmericanAir was able to reschedule our cancelled flights. but I wish they would seat us together when travelling with an infant
168830,When @united makes your best friend cry in the airport &lt;&lt;&lt; #notcool
45029,@united such a lousy weekend of travel with you! Get it together. #UA1530 on 11.27 AND #UA1132 on 12.1. 7.5 hours I'll never get back!
51096,@Edwerderespn @AmericanAir have that problem at DFW with AA. If only there were some way for them to know a plane was almost there.
137932,@united flight # 1716 from Tampa was my flight.  Everyone on the plane was saying how bad service has been for the last few years.
97386,@SouthwestAir Any way that I can get a receipt for a cancelled portion of a roundtrip flight? Used the flight voucher just need receipt.
30993,Today made me realize how much I miss @jetblue . Currently on an American flight right now and honestly can't wait to get off.
12379,@AmericanAir and could I book the ticket. and cancel one part in a few months. when I know whether I'll be in Orlando or Miami?
53001,No on-board WIFI on my flight back to Europe (with @united). Too bad.   Also: productivity time!
33987,Late night Las Vegas dinner plans defeated by @united's ridiculous penchant for lateness. Dinner in NJ instead! Yay!
30550,@AmericanAir It gets better. Just returned from Chicago to NY and now AA lost my luggage. Pure incompetence.
61764,Very early to tell. but tweets are suggesting a serious problem with @AmericanAir American Airlines #A47195 off the coast of Panama
153291,Waiting on my 9:30p @JetBlue JFK to LAX flight. First time on this airline and I'm Mint!
101921,@SouthwestAir Really? Round trip tickets from Columbus to Chicago are $350?!? #Disappointed #rediculous
78466,@united the best wake up call came today from Molly at Lost &amp; Found in Houston- my iPad was recovered and is now in route back to me!
110247,@JetBlue not impressed with the delay Boston to Ft Lauderdale #lateflightattendant
147863,@Delta @DeltaAssist @AmericanExpress  Honestly. you guys have some of the best and worst customer support services... Frustrating
104728,@RPMunson @americanair checkout my tweets from earlier this month... Worst travel day of my life. Also American from PSP #Catering
72003,Shout out to @AmericanAir for making miss 2 flights and losing my guitar 
79647,@DeltaAssist I would like to cancel flight. best way to do it? on 2 hr hold with amex axiom travel now.
9467,@SouthwestAir sad you don't have any routes to Puerto Vallarta. Perhaps you'll add it soon?
60916,@tyfrancis: Epic PR fail.  @united leaves a dog on the runway and responds to a tweet with this. Sigh. http://t.co/UA5s79LHpw
160058,@SouthwestAir I was late getting to the airport but I made my flight. Is there anyway to check if my baggage made it onto my flight with me?
139437,@ckgregory @united @EVAAirUS Heard horror stories from my Tri friends about outrageous fees for shipping a bike.  Hoping the best for you
9123,@chefsymon @AmericanAir I smell sarcasm.....
89614,@JetBlue I am on hold to speak with an agent and I am being forced to listen to a full on love song to Jesus. So not cool.
35827,This delay is so long I'm starting to think of people I could go visit instead of going home @united
147886,I'm gonna bring @united into it because you've been annoying me all year too.
85915,@Braeden_Mayer I'm sorry I don't see @united or @Delta having these problems
88235,Dear @JetBlue. is it possible to cancel the outbound leg of a BOS-RDU round trip and keep the return leg? Not clear on your website.
95183,Hi @JetBlue just got notified my flight is delayed later. Any chance you know the inbound flight # for 1579 going DCA to FLL?
32678,@JensenAckles @AlaskaAir @jarpad IT'S KICKING OFF
101224,Really @southwestair? Started flying u more post-Wright Amendment. A trend? SWA 128 planes over missed inspections http://t.co/a2exZxTn8Y
16200,Hey @AmericanAir I hope the delayed AA302 from #msy makes It to #dfw in time for me to catch AA2369 to #yvr. #gotmyback?
31311,@united #newarkinternationalairport can you open up more than one line for security check? About to miss my flight.
90583,"@MassholeSports Wait. those trucks are hilarious. RT  ""2015 is gonna be pissa"" @RedSox @JetBlue"
19604,WOW @AlaskaAir. There is a $125 fee to cancel a $90 flight. I will be asked to pay more money to cancel the flight than to simply miss it.
41030,@AmericanAir once again no wifi on a east to west coast flight. #comeonman
36987,@cindyalvarez @lauraklein I think @VirginAmerica is great. but so mobile focused the scale is terrible on desktop
166407,@CMPunk @AmericanAir be glad that you never dealt with @flyspicejet
168688,@united You really kicked @SarahBlackwood1  of your plane for a crying baby? Geez! Babies have been known to do that! @WalkOffTheEarth
31850,@AmericanAir May I know the reason for the delay of flight #177 from JFK to SFO?
15559,@DeltaAssist my sister's flight from rdu to Orlando got cancelled. she has a marathon to run tommorow. What can you do to fix this?
131635,Traveled @JetBlue with baby. Luggage is coming on later flight. #breastmilk will be bad by then. Gave us $30 voucher. #ThanksButNoThanks
95437,Missing my third @United flight today because of delays. Never happens on @SouthwestAir. Beginning to know how @mortreport feels.
57334,The only way to kill two+ hours at the airport. Lap of luxury. #UnitedClub (at @United Club in Newark. NJ) https://t.co/p6MQc3RjIm
162344,Flying in and out of the @SouthwestAir terminal at #LaguardiaAirport is akin to traveling in a 3rd world country. No fault to SW.
77536,wahhhh how did I miss @JetBlue #BreakTheIce promotion! #itsokayimbroke #butstill
138341,Can't wait to get home. Had more delays this weekend than ever.  @AmericanAir what's going on?? http://t.co/L23z6CJgBl
171007,@hindukid1021: prime example of our world today @united http://t.co/Zz6tMaFSUJ I hate this. we need to stop this hatred
14441,@AmericanAir please start MIA-PDX Portland. Oregon! We've been waiting too long!
116894,@KYR_SP33DY can u make a video on youtube and show ur shoes like a pic from the unternet and feel so bad but @Delta @DeltaAssist is ghetto
76113,@AmericanAir i lost my last holiday season after some pne stole all the gifts i got for my family and friends from my luggage on your flight
46757,Almost made flight.  But @united gave our seats away because their flight crew was late.  Guess we'll miss the game. #BearDown
139475,@AmericanAir is the ANY WAY POSSIBLE to actually be on time. 8 in my party to Cancun and missing the connection.
34418,@shaunmajumder WTF are you doing flying @united? The grass ain't always greener! Thats the 1 flt into YYT that's cancelled every day!
3131,missing crew members. late starts and false boardings only to be pulled back in the terminal on @united at IAD
140934,@DeltaAssist I reserved a Delta vacation yesterday. It was set to expire today at 7:30. Unable to cancel and book flight only via app.
16282,_@united: @HJOHNHAIR I'm not quite sure but it could be. OH WAIT - That guy's on the @AmericanAir safety video!
119763,@AlaskaAir my flight to Portland got cancelled and we have school and work tomorrow and we our getting forced to wait till tomorrow to leave
168702,@united A pregnant @SarahBlackwood1 booted for a crying baby?! You have no idea the wrath you've just unleashed. Really bad call...
168669,"@united you best get me to San Francisco by noon tomorrow. after you cancelled my flight from MSP tomorrow AM for ""maintenance"""
133206,Didn't know you had to pay when u accidentally miss your flight @AmericanAir
117156,Will #NFC kill the boarding pass?  http://t.co/CCqLySQeEb #mobiletransacting #travel @jetblue
58707,@united No but Vice &amp; Buzzfeed worked &amp; they have videos. I thought it was a content thing- my bad.
111024,@KenMiller5 @SouthwestAir @AmericanAir bruhhhhhh you must have wanted to get home really bad getting on southwest
111023,@KenMiller5 @SouthwestAir @AmericanAir bruhhhhhh you must have wanted to get home really bad getting on southwest
78890,@SouthwestAir flight this morning was CANCELLED. other airlines on-time or delayed Switched to @JetBlue tonight. that's why i'm in TrueBlue!
78889,@SouthwestAir flight this morning was CANCELLED. other airlines on-time or delayed Switched to @JetBlue tonight. that's why i'm in TrueBlue!
15685,@lizhem65 @united kill em
56049,@JoeyDiggsJr @AmericanAir _____ kill em__
123861,@AmericanAir @British_Airways @united help a 4'10.5 girl out and make those overheads a lil lower will ya. refitting a 777 can't be too bad
